RowNumber,id,sobrenome,pontuacao_credito,estado_residencia,genero,idade,nivel_estabilidade,saldo_conta,numero_produtos,possui_cartao_de_credito,membro_ativo
4446,73bf32d10410dee7e020021ea621d7846159ab71,a3b092bbf0dbeaeadf6a1f6b33f42251d4b17d98,739,SC,M,29,1,0.0,2,1,1
4447,2593ea214f20f6311ea0c8f0058e0fb7badff19b,063772891d8288e94b1f48b3a8472af54eb320a4,701,SC,F,37,3,0.0,2,1,1
4448,332913547e1ef0c6004b209d4a032b1e208ffc22,4902a456caa9a4eab463ce526c9df0f6180be184,666,PR,F,50,7,109062.28,1,1,1
4449,49abf033a90b6a8f187b820c6bf6c280daad2858,5fd158b4595f9a5ff737bf458c7216e78553883e,565,PR,F,40,1,89994.71,2,0,1
4450,578dccdf4e8c5038b250a93585491b365c406150,b6877f3bc6606b25efb910b73ade3a3021c2892d,666,SC,M,36,3,0.0,2,1,0
4451,b2108d043bd93da174c94cb180b7a985ca127ecc,ddc89c837a6933639de75f28171057060bd322df,633,SC,M,59,2,103996.74,1,1,1
4452,4ec068e0e8ea5adc0307f3161db8e9b1b2855c52,8acb32f0262260576e41296879a79b743655b79a,578,SC,M,34,4,175111.11,1,1,1
4453,b6d1c13974e7799fb10827589eef0f243751dd44,85575e82ef61f9c12d91902edcf55ca0f3bc8567,812,RS,F,49,8,66079.45,2,0,0
4454,1f71099f627f4454a4abcb049f748087634e19bb,848603a5032caa22733ee404985caeb009937ba4,809,PR,M,33,8,148055.74,1,0,0
4455,cff99914b2e73115c7f1496646b1a38e552501d9,51c3800bb697c4da7d51b10eeca39cc2d5d2c870,615,SC,M,36,6,0.0,1,1,1
4456,70102cc7bd983301a89ea17890e8949da29410b8,6e962655f63f175dce39682c80d5ab1e1c772060,684,RS,F,31,8,0.0,2,1,0
4457,95390d76f5a3fb2a514fe901d2a855664dc1b5a7,2d319d8fd568ecba51bd00c03dfa9ece2252aa62,544,SC,M,40,8,0.0,2,1,0
4458,d07dec7dfa9e5894226f5f979001cdd33869ab8c,6b2c872a8e3b8cd429c344d6b0980c30dc804888,713,PR,M,47,1,95994.98,1,1,0
4459,b5f379067dd065c60bf5daae2a27094bba1bca62,177bcead8d7f5884c40e2b003bc7ccb9aa402d9e,633,SC,M,37,2,0.0,2,1,0
4460,3391fb360dd30c896cfcdc9253c128a1bfe5ef56,4facf0b52bb72b342dfda6060ab8e496b74dff5b,672,PR,F,23,10,110741.56,1,1,0
4461,7fc1c254aee40768499c0842b5a9b166d7ade17c,49cba500f2b84206afa4b9ba65dafcac20ea4588,661,SC,M,35,5,0.0,1,1,0
4462,c1a21cef39c85c82812ab0cc5f51c2c26c446f23,08d1def5586815c8ad82a7e4c9a8c3c8a21ebc2a,749,RS,F,28,3,0.0,1,1,0
4463,99d0f9ca41733a96a1e85b04b32e149eda8ea2a6,1612be660451cd8d0feaf216b7f0f368f30fd38b,635,RS,F,32,8,0.0,2,1,1
4464,f22e63da91d6f5f95a3840e7ec723332b9a1e263,0ff542ed5970881d0a5fc6566bfc287a315290e6,850,PR,F,70,1,96947.58,3,1,0
4465,33b48c130e48756883cacc12c145a70f289206ae,1bc7a88f49c11aca7d964554e5b35ab21f64ce45,641,SC,M,41,6,0.0,2,1,0
4466,ada2772c6f418a393473da3756fb44b5260a11b8,a5caff8347d86598b96142cbc257db3459231eec,633,PR,M,30,2,109786.82,2,1,1
4467,0ccfe17e34b5ec8bbcbaf9f311bec62245e5aee0,bfb0068f304fbdf7dd27a2083295488c696e22be,413,RS,M,35,2,0.0,2,1,1
4468,681e8d3bb0c0f8a23579f40d97aa69ade43c9b87,a57cd7209147f5a72895744734cd171942645a69,538,SC,M,31,1,0.0,2,1,0
4469,d8d806a28a6d0e5a922cc8786eadc83c640ba1f2,b605d7f35aa76260f901d1b11aa0e41dcaa024e4,437,SC,F,39,0,102721.49,1,0,0
4470,c429f3527eb4f449d5efab46fa7b753a1a2286f0,65ca92f386f8d79c26a14e9ad3a8d5ea8385fbc4,612,RS,M,33,5,69478.57,1,1,0
4471,e7e9c4c19271d12ca3eb119a4fd300c41480a870,c4510ce7303694c763b55d87d8bc6f50257cacef,516,PR,F,53,1,156674.2,1,1,0
4472,22dc5ea80403c6bd17cc3b32d2a605ca2bf927bf,b3f24a93c297f338ee2dc12522c4d84f2c768a2d,826,RS,F,56,8,174506.1,2,0,1
4473,0c0ec36878683aa970ac392ebd2127981547aaac,cba8678192d01f00b2886b27dd2fa67fe1da6c31,660,PR,F,23,6,166070.48,2,0,0
4474,304e70d1be2f5b7687e70d90e94087ab6f0f2423,a96c0e1e4bbc4026de6e24c0f43a8f71e3916249,646,PR,F,29,4,105957.44,1,1,0
4475,e034b59201be9a24abcd6103441fbf1e7622ec25,57ed3b3f7cf59a1d79a27533126aca3f0c1c8877,767,SC,M,36,3,0.0,1,0,0
4476,95ee3bb332486b01397ce3ef6682bd8bed2500c7,2a236e0021b997134250c51c154cd77d01d086ed,640,SC,M,40,8,110340.68,1,1,1
4477,0c6f6206b590ac49fad54919dcde494fee0bd758,96bcf8c98f94b6ace4a4b716cf0e3b32743a08b1,778,SC,M,33,1,0.0,2,1,0
4478,64da261fba985d850834f8eab556b02cf819f8fd,820058ecde5abd9c91d5fc410a4120737291eef6,679,PR,M,52,9,135870.01,2,0,0
4479,38b0e6afa367603e56ef0819da0bf3621adb0c4e,f138755a17a747d4353d24edf983ace7c38ba7b9,549,SC,M,31,4,0.0,2,0,1
4480,00446d0dd97d83ffeca39c8902a52d1ddd76d0a7,1bc7a88f49c11aca7d964554e5b35ab21f64ce45,598,SC,M,47,2,0.0,2,1,1
4481,7a22f8b3c7f1097be3c06f2eaa4ce71982d0ad9a,cbebf3984b6d4aa6ce5b5910c4e262b3c6ee6da9,655,SC,F,45,0,0.0,2,1,0
4482,42f347665df03d20d122d3f0074bed127963eb78,7a4b8be23a94a9079cad51d70fd635f82bf6bcfc,494,SC,M,30,3,85704.95,1,0,1
4483,385445b5295a38b8b5be2423c8f5f5893e838773,d22bd05f52969098724562f23c8532ae2f570cbe,653,SC,F,42,1,0.0,2,1,1
4484,2ae4f0a97c607cd2fad578c274e295519f3ed752,744943d2425bc781ac16d114c59c536877108250,539,PR,F,38,8,105435.74,1,0,0
4485,8af5295093313925c03a262c61d5a9c31b99e24c,3b9057ab1133af2d13541ed6ce9bd243bfc29694,645,SC,F,37,1,0.0,2,1,1
4486,d683487771ef2ae56409b59ad9f0ee3a1c466bc4,7a4b8be23a94a9079cad51d70fd635f82bf6bcfc,751,PR,M,34,9,108513.25,2,1,1
4487,9635a561aa1e2efc874d585cf9edd5bcfae8dfa7,5d09149fa300a5f6b714f9900fa0bd9650e31061,528,SC,M,35,3,156687.1,1,1,0
4488,bf24d62028de28efb04c5abfc341410b4cfa9b6b,f8878bc65e7cd508fd69b38237b5613e68263233,696,PR,M,31,3,150604.52,1,0,0
4489,54c22b7cd724d51c74051e791cc0cb97689eff61,9d2179ea8b2dd49b20ef4ae4447b476fd9e822d8,716,SC,F,44,6,155114.9,1,0,0
4490,79627e231af6110544218c5aecc9f49c0817b80f,59355083dfe3bdbf05328a45e6fd9f21e1d28814,602,SC,F,35,8,0.0,2,1,1
4491,f54ef885b8af0ddbcc139145739f10a60c388f5d,15cf548b2ce50111ffc9cfb516ee12594363178a,647,RS,F,64,1,91216.0,1,1,1
4492,9eeca10849f70eacec8cc26cd7dc9202f26e1032,f021d87413498ead5883eee40fcab768fa47511a,850,PR,M,61,3,141784.02,1,1,1
4493,95193c56d34f8603135d776f3f2194dec8f37fdb,b4acb62073908993aeb5a398c8dabfd4c2fc1499,590,SC,F,32,0,127763.24,1,1,0
4494,697cf67940970da87b86b1a85fbbd1fec695fb7c,9b616394a7d221a125aba2abf2a86be0466505d9,825,RS,F,32,1,0.0,2,1,1
4495,1757a8ca922041ce5261863c42c770485f9ea5b0,bc7b81598c9ff1c0984416a8b73382f31c214134,850,RS,M,31,6,82613.56,2,1,0
4496,07a7bb3a198d0776cf63693cfc1894408c79146d,872af2d8ac3d8695387e7c804bf0e02c18df9e6e,789,SC,F,32,7,69423.52,1,1,0
4497,7004aabcb6cc15a738ec82556ebefa593125bf1d,bad034722d1e68c744983dcec575e8f9be2f5335,701,SC,F,42,6,86167.82,1,1,0
4498,1c4d3bca4d5c0cef4fb92c2ca53f7efe99f46d0a,717b2196c49d4a878dd7183b9288ae7252e14b8a,713,RS,F,47,1,0.0,1,1,0
4499,580f0f1cf05125488be59389e789052f410fd074,50c74f3a3eb11bd939834958eb2af5d90053d4a7,570,SC,M,30,2,131406.56,1,1,1
4500,ef931b84e4e5205e582d6fc490a3e00c7049a4f5,b4ea347e8ef551884cac255e6f37dc7dbe732258,536,PR,F,44,4,121898.82,1,0,0
4501,50188fc7201d9cfaa5e0c7a58a4ed11a9d73bb7b,e7913b76659cafd8af8348c35232523943bb66b3,771,PR,M,32,9,77487.2,1,0,0
4502,e00af55cee64f670f36d21cbd577a2fab0db4b2a,15299a0c1f3b95b73dc012d2185a2aded345edef,512,SC,F,75,2,0.0,1,1,0
4503,d4efaee387f921d167d3c2a7c9f5640b39835bba,1b38d5415a8089bd7bed071cd313e8aab1342a2a,698,RS,M,45,5,164450.94,1,1,0
4504,4e1f7aeadf9229da78ccc45a6b00ea1b3939d2ae,d569bf3dc7d0a4351d56d39246b9f5b62f427ada,656,SC,M,33,7,138705.02,2,1,0
4505,b5235d1bb65097ab3af2df1988973e7107fa30a7,81ac15a21a5aecc8cbfe09355e9cddb572db6433,761,RS,M,37,7,132730.17,1,1,0
4506,e90fd2e55150b35bfcf3673d018950d38606f4a8,7baf6c466e9ce9eebf705278d310285eb36e3a61,709,SC,F,30,5,0.0,2,0,1
4507,1ccb7524169c8aaa594e7cca096107947a19bc20,450d5f5a9f3e9bf16c2f9126e5edeab92e2c33a5,597,RS,F,66,3,0.0,1,1,1
4508,b9d6be3d805e0a1ec2a51fabb1270f22d2e11871,ba6dc89e3d5fda97e02828cb6598705f9c5c33fe,592,SC,M,28,2,116498.22,1,1,0
4509,94da51a61e5fda5763667778d48f4147e5ff8ba5,2270a65a675f189664574ebec5d96221949b1052,599,SC,F,41,1,0.0,2,1,0
4510,f9127ad18e6a6de0a726eb439451ff142410f1ba,d2788fdd2da7be6a4721e1b067d86f9673d90160,572,PR,F,35,1,139979.07,1,1,0
4511,f06ebaab03752b290830a14b73a03d5413312680,e2cb9e0d95100914d3e70fc9333fa3d2d1a30f97,611,PR,F,43,9,127216.31,2,0,1
4512,13aeddb653c0dd5c60011be47d1a10e9a4d28484,3dfc62539280d6ef640f8a539715de3b0fddd8b3,634,SC,F,45,2,0.0,4,1,0
4513,27f8230cf807b66dfc22abad597617e651bbf933,28267bcc9620ccdeec06844486fe39b8c30dcaa6,666,SC,M,51,2,148222.65,1,0,0
4514,6d30803b31b57e524c22903f4837a0071418b9ef,6a0e879221364054a8b1ac1731de89b0f688fd33,696,SC,F,41,8,0.0,2,0,0
4515,26f426bdd852820ff916b72015e3718e45541d9e,6fd2bcbbdad8e29099e60fbed4e375d245ea5b9a,669,SC,F,38,8,0.0,2,1,0
4516,62c182ecfa53176d21554b874390793894b8b8e6,85d5c9da7cddd8109ad32a6c348fe2bb10bf99f2,726,RS,M,30,8,134152.29,1,1,1
4517,6aa15a57051e70da53875c7b51c386d8f6b2fba8,b04e00c5cc79da6f800007afa27725bbe8fe27ed,497,PR,F,32,8,111537.23,4,1,1
4518,3e36813cdc45dd46f563b6a13b8d6d1148c0266d,5beb5e2e598e5ffbfbf6d82a8fd2445fad620456,750,RS,F,39,7,119565.92,1,1,0
4519,601dc03c9d56a5c19f071cbd656fa5d8eb847cff,63c504c31e8b2694947a44c97acf7d5a363d4f7f,850,RS,F,29,7,0.0,2,1,0
4520,3583e6111c4f1e1a5424c1b811c4a7540ee0e31e,f14489d0e62b2e352655b94b5c88298a26219639,617,RS,M,38,7,0.0,1,1,1
4521,ad34e61d310d3a6a3dfdadb97e4ec22910c00415,2c7dd128ba6211de033d90cdbfc477d084424638,652,PR,M,46,10,121063.8,3,1,0
4522,f58d1dcf27c074295e37094747bc30d3f191d9c8,3f415ee56f0687b400a3af337ff4ca36adf3906e,560,RS,F,27,7,124995.98,1,1,1
4523,f382d25610f3736d023a1ef2e3cb2fec0a0edd38,28dd07ccc0f56fd8b73cde7019dfe56860fae954,629,RS,M,39,5,0.0,2,0,0
4524,aaa3e211e7e04e9817db9755c2b40beb6dee2c45,48e5d2c8e43deb3bb24474665e8020044cc8279c,660,PR,F,52,4,86891.84,1,1,0
4525,355356dd5e8253144002e5f33e6651bafb7b60ef,5f2e5653960ee507fa97e1dfb9b9a56aed014adf,676,SC,M,38,8,0.0,2,1,1
4526,19dc14609d54fe46ba88975e88ce9b3e2232b81c,a876423a16ddc1e8242a9a0dc99ac8e16ab0df83,581,RS,M,43,9,78022.61,1,0,1
4527,5615bbec22682de55c283f703aa36c7fa62a50d8,37d043bcf8cd8e9d0120f8cff136182b45d0c50e,798,SC,M,34,9,154495.79,1,1,0
4528,55dd8ce6a0c6b0e6af4f2e35f03c35c803c67fa2,aa1957f33334ef4c2e292f06cf161d90e76f7470,705,SC,M,38,1,189443.72,1,0,1
4529,e9d3c4f4e6f7534f3a6e33c3741b793e8f4a8e8d,ba7392b8270fd4cee28b8f2c255182de40156a48,714,RS,F,31,6,152926.6,1,1,1
4530,d3e9897a0daa4b24c6cd63c22f36ca7fd012452a,0cc32c995b7eecbf2272b4d168848fb466f00cff,664,SC,F,44,8,142989.69,1,1,1
4531,3eaab3681a898d2e75a35d9ff11cf8654501ea03,bf119ed6ed1d70e01f791ebd8eef02573cb03a2b,697,PR,M,43,7,115371.94,2,1,0
4532,4aa1b815f36f394cb1ea33b5b11c724dc6c97720,a924d3eeb5614f184db6b8e15747abcee87c8621,609,SC,M,37,6,0.0,2,0,1
4533,e07478dc0f80a3b20d3e08c45b6c7882a64b5457,4881d45d271be0199e905d771c74617818f47f81,548,RS,M,38,0,178056.54,2,1,0
4534,c447e6f8d4c22e56157c76bd384a02b9cd07685a,f6a67eecc27470dedfc8d52e4cb834a4c5379730,850,RS,M,39,6,206014.94,2,0,1
4535,e573f6d2f5b6a98ea13e6cbfd83e406a2e98aac9,9a5b2c87e8eb60f2692c28bde686b0a7661f3232,656,SC,M,41,2,0.0,2,1,0
4536,6fb6fb139f857700ec6c11f12bd29f3ca26115de,385ca76f98bdccf094cadaf22a6c0ee88896ff43,727,PR,M,37,9,101191.83,1,1,1
4537,d7ca78eecddf45fcfc45739c1b118b8f8db433ad,504aafc32c372a79ecfd1c1a6d3e7e40335dc24f,642,SC,F,55,7,0.0,2,1,1
4538,3196a23b6a34ce658536190b8eb8a10014d9f660,b9164a85d362e10ae4ba2ecd6656769e02531dff,710,RS,F,31,5,0.0,2,1,0
4539,d27be3e792e5709055a5264d21ada049b10581a6,cb370ff4586b3ac8a04a8a67bc25af8320891e0f,710,RS,M,33,1,0.0,2,1,0
4540,76a08f126e3f78419afba3e1462cd2e1bcf76886,252036e5ea62cd07ddb2fd87f57139347805eaee,718,SC,F,37,7,0.0,2,1,1
4541,d98ed752d87bb2e7c215c000d4b214f92d72c093,a52984baefa077f6f0a1e46fc9d014c47ee912b2,586,PR,M,32,1,149814.54,1,1,0
4542,9d79a24e49cf8fbb31a0431c04ca65ae5deb93d0,bf6a2b8ce93e3183226115ac58a486360cea6602,617,RS,F,36,7,115617.24,1,1,1
4543,98068f16a2f87a3045b87a987fb47d72732279eb,11f27d787637a70ba57ea5dfa0d389a57500c3e2,630,SC,M,28,9,0.0,2,0,0
4544,f7d6eee443dec110747e91d5673fef2c3f12d564,c315f1cb8ed8228e92fdd8b61dd23dfdc4e88a6a,791,PR,F,42,10,113657.41,2,0,1
4545,584ff9d00def3281c9b786ceaca6d4e43025eabb,164b62d9575a566e8370830f6b5d192a0d1fab03,673,RS,M,39,8,138160.0,1,1,1
4546,e9157bef89cd879da70c7c75520a188dfba3554b,4be99232d5473e638b169aa892719483da71d6c2,477,PR,F,36,3,117700.86,1,0,0
4547,0663d9014ce79c7cc9d46eb805f9483554d8b993,bb5cf318ffa3931019af265b70dc5e1329293274,662,SC,F,37,5,0.0,2,1,0
4548,f51bf83d63438326ecd217a61f07c93b44245568,c02329c48f348eb633688f33c499b18b31dcb947,850,PR,M,37,9,122506.38,1,0,1
4549,b7bf76e471a645ecff5942b2967716ab356f6d85,b608092219719b058bcaf5c5f8523be8e61f18c7,635,SC,F,58,1,0.0,1,1,1
4550,12bff2fccfcb7914c9f162e3696188860fb38b91,37d041675889ab11c8e9c478b3498f4fbf0e08b8,537,SC,M,59,9,0.0,2,0,0
4551,44e5c53717ab288e0821d13ff14db7655bcaacf6,b5d60b4689040a2f907ca948c15abc4d285795ab,579,SC,F,39,3,166501.17,2,1,0
4552,aaa1a9660f4fb274b724a525d5c620db7c427cea,177bcead8d7f5884c40e2b003bc7ccb9aa402d9e,651,RS,F,46,4,89743.05,1,1,0
4553,5c715699fcb660ffa5d5ceb994944bef55b3eeb9,aecc1d216a38844d66bf2ee5b32623bca326ecf5,610,SC,F,25,2,0.0,2,1,0
4554,4b2cbb88a083082af60e883e9b584bd031733244,a29b1ee438afbff5618a1752adf4efc12417ea06,581,SC,M,30,1,0.0,2,1,0
4555,18774e52da0f305f5d0d4c2b96be2a91c9f52ff3,b608092219719b058bcaf5c5f8523be8e61f18c7,592,SC,M,39,7,0.0,2,1,0
4556,071e18728177bb4d58c32c9eb5d92ed5129149ec,ef22146e55ee3fb2998216f0108d2e41df12e2f0,688,RS,F,35,6,0.0,1,1,0
4557,68617600ad5904c6653df39ce692459b22b82dd2,fa245c6daef807f3cdec2eea5213695c68aee7f9,681,SC,F,18,1,98894.39,1,1,1
4558,4323f9bcc28815283d7e28a10535853338367ebf,61911f605568c8a9f80301649bb34472b2e82b0c,658,PR,M,37,3,168735.74,2,0,0
4559,330ad9fd55b185bbf57c396a3b76e52716542d3e,d216099157c55203e37bd8e4f9d807400217433b,792,SC,M,34,1,0.0,1,0,1
4560,09f6fd31c1da22b0f8233ba792da612c264fa93d,8277813d80a0e80cee7fee9dd76d6d1657f1f8a6,528,PR,F,62,7,133201.17,1,0,0
4561,07567f301bdff3586c985fd1fa97735947ab008c,a06cf0591a25c70d03f0f88e56b5a630a6ceb454,624,RS,F,36,0,0.0,2,1,0
4562,bffc930e2e9baa0bbdfb761bc40b2474f277ad41,45c3d613bcdd2a7aec3c4d532592a97e6cc7c81c,562,PR,M,31,4,127237.25,2,0,1
4563,d638a7a0d6556d1f4b3025d7f98b15147467efc9,cae9718bd182e95f90b883dc34811fbeae04376d,678,PR,M,36,1,117864.85,2,1,0
4564,93255447ff2a760db52f6c8a8bf96dd99a6f24cb,4facf0b52bb72b342dfda6060ab8e496b74dff5b,705,PR,F,64,3,153469.26,3,0,0
4565,110b0177696075cdcb0d82a549ada2705532bd09,c02329c48f348eb633688f33c499b18b31dcb947,650,PR,M,23,4,93911.3,2,1,0
4566,90644ad4026ddc1a28918ba810e84a8b6559f233,4bcb97a3ca987946f8c7b0e432f0f49b07af8719,593,RS,F,46,2,76597.79,1,1,1
4567,fe64d8c22fbf8fa6d3eb0f3195a902e68e69f209,5126134b26f2ef1078ca5e6cf21eb002c8dca866,652,SC,F,40,4,79927.36,2,1,1
4568,1899eb275d26abd12b9a521d96563c58a4fc2557,ae9fd2bebde4a024328a6a07c501b621f7c5c766,554,RS,F,27,4,0.0,2,1,1
4569,a02692577b9f4122c2d88704b110456a50af303d,65ca92f386f8d79c26a14e9ad3a8d5ea8385fbc4,584,PR,M,32,8,40172.91,1,1,1
4570,b29fd6c42840b2a56b06da340dbc4f19689c9b81,28c94f0c4de139086ab9244bc700ff0d6cd09aa7,516,SC,M,33,7,115195.58,1,1,1
4571,29cec7d27c9c6073248dd0b687ec217f72c1b1a7,cf3e9a41dee8ef480d40a008240e7556cdd69527,789,PR,F,43,9,116644.29,2,1,1
4572,279ae9a0f2f8abd2f9d9277e6bb0edc37fffc075,eeeb8bdcb15f4f36af10df3225ab93faf2105a2a,598,PR,M,20,8,180293.84,2,1,1
4573,aa6c1181dbabc14975a1ab908a399524cd9cd230,31c7f349f12f6a9a9a26a3d3b0784993d538565f,669,PR,F,30,7,139872.81,1,1,0
4574,e46b3a2e31252d017ed6a91f079e5eda23463723,cbec6c0ac81019f6111cdfb53b80290a4c4ce296,645,SC,F,24,3,34547.82,1,1,1
4575,fd7e5328b6f4a0799eb3a5bdf39d58e4c07ba2ee,c48ea64e72384e0847b396b2874916ef36cc1a6a,659,SC,F,32,9,0.0,2,1,1
4576,6a0e1c3c891a1172d65e29e0d0bf13153b0e61e6,d958ceda6c913decfc4a7b3fba7fb31fc127e499,833,PR,M,29,1,96462.25,2,0,1
4577,f798caa673c5d26e949b97ac35872564062fc8d2,5d09149fa300a5f6b714f9900fa0bd9650e31061,697,RS,F,40,7,130334.35,2,0,1
4578,eb859b29669042204a83ac4379968cc1f45cbafd,279388dc7558289a7d69e1d1a991a7a6f55b400b,580,PR,M,39,3,119688.81,1,1,0
4579,2ae049cfc14d7907eb756ce9a6903f1a05bf81b7,9755bc1fc20887b04d7055962ae109a396e81030,691,SC,M,38,1,0.0,2,0,0
4580,daef8cd02b7b77f22b7ec867622e63a2b04e023e,186d72236d10d2bb741494b12f3ee5f8a7f41e21,534,SC,M,52,1,0.0,3,1,1
4581,06ee324ff3f3d4a68bb9209d50bc9382d6b2aa0e,6798be02f4aa5b2c4d80d23bb7b58b65a0245c23,478,SC,F,32,6,71187.24,1,1,1
4582,0e330494a214207421f11a18850d13ea912db8b6,a1b57bcc82783ddb989a229cf135d83a99d4ad68,572,SC,F,47,2,0.0,2,1,0
4583,c07ba78ad4207b9138a90a54154982b3a6c092d0,9b616394a7d221a125aba2abf2a86be0466505d9,501,SC,M,37,4,0.0,2,0,0
4584,1505295d2f9d7535139670d2c7825339f52f362c,cfd39b3c61b738d93ab5187221ab1ed133cf546b,624,RS,F,38,8,0.0,2,1,0
4585,931a268bb6e49d20d062c6dfc373f5cf3826d6eb,1d64b23a87b9f88433e99361cc60563c05277025,595,SC,F,39,9,136422.41,1,1,1
4586,00c65f2cf607c7a5c717e7d9c6d83585cdfa127f,c6a10b001210f92c8e89aaa7e403ac96a55b298d,603,SC,M,30,8,0.0,2,1,1
4587,315e49493380f91f22ce6f3e80f0567e238b9dc9,1820822308f90a0a29e587ee4e9cb35500745a69,602,SC,F,25,0,0.0,2,1,1
4588,322f4a7679ef413c71bafc53aca587ed4cec1a01,771e7b29d9041fe9beb629e0ef8a46b6ba1a9da8,500,SC,F,34,6,0.0,1,1,1
4589,309ccfe7d14c73696923588ac50023dafcd7bce7,2b1593cd82f9fa228614bad5df029db39695f1eb,422,SC,M,41,6,153238.88,1,1,0
4590,5472ef74c08bef771eb9a1adf8e7811f87bb1a61,11f27d787637a70ba57ea5dfa0d389a57500c3e2,615,SC,M,35,7,0.0,2,1,0
4591,8d2e5431fef49c13af05cbc2734525280bd1bacf,5fd158b4595f9a5ff737bf458c7216e78553883e,635,SC,F,78,6,47536.4,1,1,1
4592,067f6badcad308f0339cbbcb501f645308fbbbf6,130684c9cc77f90d13f4cf02b035154c455481c0,711,SC,F,32,1,0.0,2,1,0
4593,b99b94021878ecc9eb23dffc50d2edc3b987cbd4,53af4e5de0821a79347fdbec8b2d6615fc509fbf,834,SC,M,36,8,142882.49,1,1,0
4594,3b9f5cb211cabce05c3f87c7a65834a0e5b90689,df3e9e0b0dfaae61c91de36593d858b12f76315c,633,SC,F,44,7,0.0,2,1,0
4595,73ec4254d9ed405365dce3b35193bc71b99bf968,429dcdcb7f6d91bf990a21a57364febd94467443,650,SC,F,31,1,160566.11,2,0,0
4596,9759ab61fec7fd8324e2344c90275cc0393716f4,cd3b322eef7cef65bf8522ae36c819450870ca99,743,PR,M,65,2,131935.51,1,1,1
4597,e392482742b112ffeee9b15e7fef160b3ef60810,eac383d1d4f2e614de618ab08cb36b124f049db2,567,SC,M,38,6,127678.8,2,0,0
4598,fb2d01ed203099ad03748926e8d380f5f7952572,7435c94f3e0f11a7eea3d138af2cadf327024516,706,PR,F,46,4,105214.58,1,1,0
4599,2e396ab1fb6a8cbcd9d749959641fab96b33ded2,a3b092bbf0dbeaeadf6a1f6b33f42251d4b17d98,638,SC,M,46,9,139859.54,1,1,0
4600,72f459821e0f01c33daa1820003d2814299511bd,abf0ea9a7e9475e49893a203a01fbe05d1838bc4,641,SC,F,38,3,0.0,2,1,0
4601,3740d87307e9d7d9f9d57f720957260a2f9975a8,f553cbc7c85b3fd79e7822c7862d89d8e4217e94,574,SC,F,34,5,112324.45,2,1,1
4602,d0b6b38cf80300c5e978f4c0da0779cea3d73438,5c043f74815fb14790e558ca23abf525aeca7277,642,PR,M,30,8,134497.27,1,0,0
4603,34db3fe889326ca2b4e0eb060e5bf1a8fab9406a,19df8dc5125a00f6984ae0969c40f70b9a29d614,722,RS,F,35,1,120171.58,1,1,0
4604,3bbaf16727034bf8f242ce0783b51d45b1867c99,0567a727e67db41d48dd7c31fc9aaee5382de3d9,623,SC,M,23,1,106012.2,2,0,1
4605,06ac5892f58dcb3502ea35c276a4d074084f786a,bad034722d1e68c744983dcec575e8f9be2f5335,681,SC,M,25,5,0.0,1,0,1
4606,99f1240b6cc31ef469c97ecb3d7206f6e922f8c3,029690b00bcd556644c0d545fe00d6d2472c77f9,530,SC,F,34,8,0.0,2,0,1
4607,c79c2a85656d0130b19e7bf26733e36984b0926a,872af2d8ac3d8695387e7c804bf0e02c18df9e6e,797,SC,F,55,10,0.0,4,1,1
4608,6705c6d50e321bd1613cb6a13a0edaf203e0e6ee,a96c0e1e4bbc4026de6e24c0f43a8f71e3916249,653,SC,M,51,3,0.0,1,1,0
4609,da6e323c4d75f6cfc9cdb6145c40e018fa607e89,e44911b6126fc8b848bf6032a468d2a76fcb1b02,850,PR,M,42,8,119839.69,1,0,1
4610,e63545d3e8a4f945d13380583d6feb76339eac91,908901340c0f6ca141cf30471b935717c79ce7b4,581,RS,M,34,1,0.0,2,0,1
4611,d656b09a65b88dfae2a9b80209784e8426a7a2fb,ed0e1ab0548b0a512762df266209ddbd81fda871,589,PR,M,38,8,92219.21,1,1,0
4612,f5d475e3416c2da2a1687cb10b19234dc66db054,f709b04e0f1e92add237f9a6d6157ae92a64e515,555,PR,M,48,3,142055.41,2,0,1
4613,4b738bcfe4102af176ed2f9978dbd227c9428495,4474eed7f98e2945bc22343449903c182ad443e1,748,SC,F,49,7,29602.08,1,0,0
4614,585167abc76451a8ce4b625ed77757ca028bd825,5e75921cdd2d998fe5e711bfb73767463ca154ae,745,SC,F,46,7,0.0,2,1,1
4615,4c706d0cbdcb48b77fc8e2a6fc4dc2e7b43aab0b,1b38d5415a8089bd7bed071cd313e8aab1342a2a,730,SC,M,34,1,0.0,2,1,1
4616,f297afb64c9e2002aa94c67f07affaa1fab48c3b,9db6086db7299eaedc1b57b3bcddce536d137bc2,565,SC,F,44,1,0.0,2,0,1
4617,82a2d23a0d35b6e970bc9252d004b0588838314f,364d37be779d91ec493d8996cada19b162c71c5a,778,SC,M,37,3,141803.77,1,0,1
4618,7fd411d9a277d5ce7992d8793a60ab15881e99e0,7baf6c466e9ce9eebf705278d310285eb36e3a61,812,SC,M,24,10,0.0,2,1,1
4619,9d40e3e80b378a59eab4bea89a3bc564f0198f75,8a1deed4feac2c8203a9e38f3b196e10139ed061,526,SC,M,42,1,0.0,1,0,1
4620,01ba967a03253b475a3efcb81f384946be7ebd17,f126ac8ee0dee10cc2bf95f74e2ee50234f60bc4,708,SC,F,47,0,126589.12,2,0,1
